prefecture,ranking,city,land_price,ping_unit_price,change
京都府,2位,長岡京市,18万7648円/m2,62万0323円/坪,-0.23％
神奈川県,1位,川崎市中原区,48万1860円/m2,159万2925円/坪,+0.60％
神奈川県,1位,川崎市川崎区,45万5161円/m2,150万4664円/坪,-4.23％
神奈川県,1位,川崎市幸区,43万1214円/m2,142万5501円/坪,-0.21％
神奈川県,1位,川崎市高津区,32万4254円/m2,107万1917円/坪,+1.33％
神奈川県,1位,川崎市宮前区,26万2482円/m2,86万7711円/坪,-1.94％
大阪府,1位,大阪市中央区,187万1419円/m2,618万6510円/坪,+27.63％
大阪府,1位,大阪市北区,186万9020円/m2,617万8578円/坪,+11.25％
大阪府,1位,大阪市西区,67万7935円/m2,224万1109円/坪,+12.58％
大阪府,1位,大阪市阿倍野区,57万8400円/m2,191万2066円/坪,-0.94％
大阪府,1位,大阪市天王寺区,54万0950円/m2,178万8264円/坪,+5.19％
大阪府,1位,大阪市福島区,42万0333円/m2,138万9531円/坪,+11.85％
大阪府,1位,大阪市浪速区,38万3050円/m2,126万6280円/坪,+10.44％
埼玉県,11位,ふじみ野市,18万2571円/m2,60万3541円/坪,-1.23％
埼玉県,12位,川越市,15万9962円/m2,52万8802円/坪,-0.15％
埼玉県,13位,越谷市,14万8600円/m2,49万1239円/坪,-0.77％
埼玉県,14位,草加市,14万0857円/m2,46万5643円/坪,-1.24％
埼玉県,15位,三芳町,13万7111円/m2,45万3259円/坪,+0.73％
埼玉県,16位,上尾市,12万5591円/m2,41万5179円/坪,-0.61％
愛知県,9位,豊明市,10万7004円/m2,35万3734円/坪,+2.57％
愛知県,10位,みよし市,10万6838円/m2,35万3186円/坪,+2.68％
愛知県,11位,北名古屋市,10万4006円/m2,34万3824円/坪,+1.27％
愛知県,12位,岡崎市,10万3455円/m2,34万2000円/坪,+0.51％
愛知県,13位,春日井市,10万2682円/m2,33万9446円/坪,+0.91％
愛知県,14位,尾張旭市,10万0851円/m2,33万3393円/坪,-1.40％
千葉県,33位,鴨川市,2万4105円/m2,7万9688円/坪,+0.43％
千葉県,34位,旭市,2万3863円/m2,7万8886円/坪,-0.20％
千葉県,35位,匝瑳市,2万3180円/m2,7万6628円/坪,-0.46％
千葉県,36位,一宮町,2万3075円/m2,7万6280円/坪,-2.64％
千葉県,37位,御宿町,1万9366円/m2,6万4022円/坪,-0.30％
千葉県,38位,富津市,1万7490円/m2,5万7821円/坪,-0.70％
千葉県,39位,いすみ市,1万5400円/m2,5万0909円/坪,+2.41％
千葉県,40位,鋸南町,1万5362円/m2,5万0783円/坪,-0.66％
千葉県,41位,南房総市,1万4992円/m2,4万9563円/坪,-0.68％
京都府,3位,向日市,18万5277円/m2,61万2488円/坪,+0.17％
京都府,4位,大山崎町,14万0888円/m2,46万5748円/坪,-0.28％
京都府,5位,宇治市,11万8424円/m2,39万1485円/坪,+0.39％
京都府,6位,京田辺市,11万2816円/m2,37万2945円/坪,-0.49％
京都府,7位,城陽市,9万7526円/m2,32万2403円/坪,+0.93％
京都府,8位,八幡市,8万4646円/m2,27万9822円/坪,-0.43％
広島県,1位,広島市,19万5678円/m2,64万6870円/坪,+4.05％
神奈川県,1位,川崎市多摩区,25万2344円/m2,83万4197円/坪,-0.59％
神奈川県,1位,川崎市麻生区,22万2890円/m2,73万6829円/坪,+0.28％
神奈川県,2位,横浜市,31万3420円/m2,103万6101円/坪,+1.98％
神奈川県,2位,横浜市西区,124万4878円/m2,411万5299円/坪,+25.03％
神奈川県,2位,横浜市中区,52万3761円/m2,173万1443円/坪,+1.72％
神奈川県,2位,横浜市港北区,35万7056円/m2,118万0353円/坪,+0.48％
神奈川県,2位,横浜市神奈川区,35万2240円/m2,116万4432円/坪,+0.17％
大阪府,1位,大阪市淀川区,32万9161円/m2,108万8136円/坪,-0.72％
大阪府,1位,大阪市都島区,32万1875円/m2,106万4049円/坪,-0.08％
大阪府,1位,大阪市住吉区,26万0741円/m2,86万1956円/坪,-1.21％
大阪府,1位,大阪市東成区,24万8941円/m2,82万2946円/坪,-0.50％
大阪府,1位,大阪市城東区,24万2791円/m2,80万2617円/坪,-2.35％
大阪府,1位,大阪市港区,24万1271円/m2,79万7591円/坪,-0.48％
埼玉県,17位,狭山市,12万0260円/m2,39万7555円/坪,-0.80％
埼玉県,18位,三郷市,11万4523円/m2,37万8590円/坪,-0.52％
埼玉県,19位,八潮市,11万0850円/m2,36万6446円/坪,+0.12％
埼玉県,20位,入間市,10万7857円/m2,35万6552円/坪,-1.54％
埼玉県,21位,吉川市,10万2161円/m2,33万7724円/坪,-0.08％
埼玉県,22位,春日部市,9万5961円/m2,31万7228円/坪,-2.53％
愛知県,15位,豊橋市,9万6727円/m2,31万9760円/坪,-1.37％
愛知県,16位,豊田市,9万5124円/m2,31万4460円/坪,+3.89％
愛知県,17位,清須市,9万3762円/m2,30万9959円/坪,+0.33％
愛知県,18位,東郷町,9万2371円/m2,30万5360円/坪,+1.19％
愛知県,19位,豊山町,8万9688円/m2,29万6492円/坪,+0.07％
愛知県,20位,小牧市,8万9546円/m2,29万6020円/坪,+2.03％
愛知県,21位,東海市,8万7640円/m2,28万9719円/坪,-0.93％
愛知県,22位,蟹江町,8万7121円/m2,28万8004円/坪,+0.07％
千葉県,42位,山武市,1万4931円/m2,4万9361円/坪,-0.20％
千葉県,43位,東庄町,1万4828円/m2,4万9020円/坪,-0.57％
千葉県,44位,多古町,1万3950円/m2,4万6115円/坪,+8.81％
千葉県,45位,横芝光町,1万3580円/m2,4万4895円/坪,+1.41％
千葉県,46位,長生村,1万2928円/m2,4万2739円/坪,-0.11％
千葉県,47位,睦沢町,1万2300円/m2,4万0661円/坪,-0.20％
千葉県,48位,芝山町,1万1950円/m2,3万9504円/坪,-0.52％
京都府,9位,亀岡市,7万3751円/m2,24万3806円/坪,-2.74％
京都府,10位,久御山町,7万2146円/m2,23万8499円/坪,+0.32％
京都府,11位,精華町,7万1915円/m2,23万7738円/坪,-2.38％
京都府,12位,木津川市,6万6305円/m2,21万9190円/坪,-0.64％
京都府,13位,舞鶴市,4万6436円/m2,15万3508円/坪,-2.10％
京都府,14位,井手町,3万9857円/m2,13万1759円/坪,-1.86％
広島県,1位,広島市中区,60万1367円/m2,198万7990円/坪,+7.75％
広島県,1位,広島市南区,22万3760円/m2,73万9704円/坪,+7.28％
広島県,1位,広島市西区,15万9101円/m2,52万5956円/坪,+1.28％
広島県,1位,広島市東区,15万4614円/m2,51万1122円/坪,+4.48％
広島県,1位,広島市安佐南区,9万5021円/m2,31万4121円/坪,+1.98％
広島県,1位,広島市佐伯区,9万0774円/m2,30万0080円/坪,+1.76％
広島県,1位,広島市安芸区,6万9794円/m2,23万0724円/坪,+0.57％
広島県,1位,広島市安佐北区,6万0435円/m2,19万9786円/坪,-1.86％
広島県,2位,府中町,13万5450円/m2,44万7768円/坪,+5.23％
神奈川県,2位,横浜市青葉区,31万0065円/m2,102万5010円/坪,-0.64％
神奈川県,2位,横浜市鶴見区,29万6007円/m2,97万8538円/坪,-1.97％
神奈川県,2位,横浜市都筑区,27万0780円/m2,89万5140円/坪,+0.20％
神奈川県,2位,横浜市南区,25万5847円/m2,84万5777円/坪,+2.62％
神奈川県,2位,横浜市港南区,23万5779円/m2,77万9436円/坪,-0.84％
大阪府,1位,大阪市東住吉区,23万6791円/m2,78万2782円/坪,+1.33％
大阪府,1位,大阪市旭区,23万6222円/m2,78万0899円/坪,-1.93％
大阪府,1位,大阪市東淀川区,21万9968円/m2,72万7169円/坪,-0.66％
大阪府,1位,大阪市鶴見区,21万5476円/m2,71万2317円/坪,-2.24％
大阪府,1位,大阪市住之江区,19万4580円/m2,64万3242円/坪,-1.54％
大阪府,1位,大阪市此花区,19万1178円/m2,63万1995円/坪,-0.53％
埼玉県,23位,鶴ヶ島市,9万5677円/m2,31万6290円/坪,+5.61％
埼玉県,24位,桶川市,9万5066円/m2,31万4269円/坪,-2.06％
埼玉県,25位,北本市,9万1622円/m2,30万2885円/坪,+0.00％
埼玉県,26位,坂戸市,9万0908円/m2,30万0522円/坪,+0.44％
埼玉県,27位,蓮田市,9万0136円/m2,29万7973円/坪,-0.72％
埼玉県,28位,飯能市,8万9784円/m2,29万6807円/坪,-0.63％
埼玉県,29位,白岡市,8万5653円/m2,28万3153円/坪,+0.32％
埼玉県,30位,伊奈町,8万4855円/m2,28万0514円/坪,+0.02％
埼玉県,31位,鴻巣市,7万0752円/m2,23万3892円/坪,+1.58％
愛知県,23位,一宮市,8万5273円/m2,28万1895円/坪,-0.28％
愛知県,24位,幸田町,8万5173円/m2,28万1564円/坪,+0.75％
愛知県,25位,高浜市,8万4566円/m2,27万9559円/坪,-1.76％
愛知県,26位,江南市,8万3969円/m2,27万7585円/坪,+1.21％
愛知県,27位,稲沢市,8万3694円/m2,27万6674円/坪,+1.00％
愛知県,28位,大治町,8万0945円/m2,26万7588円/坪,-1.19％
愛知県,29位,東浦町,8万0112円/m2,26万4834円/坪,+0.56％
千葉県,49位,白子町,1万1500円/m2,3万8016円/坪,-0.37％
千葉県,50位,長柄町,1万0725円/m2,3万5454円/坪,+0.00％
千葉県,51位,長南町,1万0642円/m2,3万5183円/坪,+0.27％
千葉県,52位,神崎町,1万0000円/m2,3万3057円/坪,-0.25％
千葉県,53位,九十九里町,9775円/m2,3万2314円/坪,+0.00％
千葉県,54位,大多喜町,8858円/m2,2万9282円/坪,-0.72％
京都府,15位,福知山市,3万8381円/m2,12万6881円/坪,-1.17％
京都府,16位,宮津市,3万3822円/m2,11万1808円/坪,-2.11％
京都府,17位,南丹市,3万3400円/m2,11万0413円/坪,-3.29％
京都府,18位,綾部市,3万1992円/m2,10万5761円/坪,-3.06％
京都府,19位,宇治田原町,3万0028円/m2,9万9267円/坪,-0.61％
京都府,20位,与謝野町,2万0500円/m2,6万7768円/坪,-1.68％
広島県,3位,海田町,11万8900円/m2,39万3057円/坪,+2.73％
広島県,4位,坂町,8万1400円/m2,26万9090円/坪,+1.06％
広島県,5位,廿日市市,7万1360円/m2,23万5900円/坪,+3.12％
広島県,6位,呉市,7万0966円/m2,23万4599円/坪,+0.19％
広島県,7位,福山市,6万0250円/m2,19万9174円/坪,-0.97％
広島県,8位,大竹市,5万5428円/m2,18万3234円/坪,-1.82％
広島県,9位,東広島市,5万1041円/m2,16万8733円/坪,+0.37％
神奈川県,2位,横浜市緑区,22万9790円/m2,75万9638円/坪,+0.11％
神奈川県,2位,横浜市戸塚区,22万8743円/m2,75万6175円/坪,-2.35％
神奈川県,2位,横浜市保土ケ谷区,21万0291円/m2,69万5179円/坪,+0.30％
神奈川県,2位,横浜市磯子区,20万8390円/m2,68万8893円/坪,-0.49％
神奈川県,2位,横浜市泉区,20万1450円/m2,66万5950円/坪,+0.43％
神奈川県,2位,横浜市旭区,19万9563円/m2,65万9714円/坪,-0.80％
神奈川県,2位,横浜市金沢区,19万0785円/m2,63万0696円/坪,-0.65％
大阪府,1位,大阪市生野区,18万9090円/m2,62万5093円/坪,-1.05％
大阪府,1位,大阪市平野区,18万5151円/m2,61万2071円/坪,-0.86％
大阪府,1位,大阪市西淀川区,18万4300円/m2,60万9256円/坪,-1.82％
大阪府,1位,大阪市大正区,18万1853円/m2,60万1169円/坪,+0.10％
大阪府,1位,大阪市西成区,16万3105円/m2,53万9190円/坪,-0.02％
大阪府,2位,吹田市,23万3119円/m2,77万0643円/坪,-0.72％
大阪府,3位,豊中市,22万0425円/m2,72万8679円/坪,-1.65％
埼玉県,32位,東松山市,6万6286円/m2,21万9129円/坪,+0.59％
埼玉県,33位,久喜市,6万4841円/m2,21万4352円/坪,+0.49％
埼玉県,34位,熊谷市,6万3070円/m2,20万8497円/坪,-0.32％
埼玉県,35位,杉戸町,5万9963円/m2,19万8226円/坪,-0.48％
埼玉県,36位,松伏町,5万8600円/m2,19万3719円/坪,+1.86％
埼玉県,37位,日高市,5万6862円/m2,18万7975円/坪,-0.68％
埼玉県,38位,宮代町,5万5383円/m2,18万3085円/坪,-0.20％
愛知県,30位,豊川市,7万9134円/m2,26万1600円/坪,+0.61％
愛知県,31位,半田市,7万7577円/m2,25万6455円/坪,-0.05％
愛知県,32位,あま市,7万5827円/m2,25万0669円/坪,-1.27％
愛知県,33位,碧南市,7万5227円/m2,24万8684円/坪,-1.53％
愛知県,34位,蒲郡市,7万1830円/m2,23万7455円/坪,-1.36％
愛知県,35位,知多市,7万1209円/m2,23万5401円/坪,-0.59％
京都府,21位,京丹後市,1万8950円/m2,6万2647円/坪,-2.03％
京都府,22位,和束町,1万8433円/m2,6万0936円/坪,-1.43％
京都府,23位,京丹波町,1万4831円/m2,4万9028円/坪,-3.10％
京都府,24位,南山城村,1万1366円/m2,3万7575円/坪,-2.85％
京都府,25位,笠置町,1万0566円/m2,3万4931円/坪,-1.86％
京都府,26位,伊根町,7320円/m2,2万4198円/坪,+0.00％
広島県,10位,尾道市,5万0717円/m2,16万7660円/坪,-4.15％
広島県,11位,三原市,5万0522円/m2,16万7015円/坪,-3.24％
広島県,12位,竹原市,4万4925円/m2,14万8512円/坪,-3.18％
広島県,13位,熊野町,4万0154円/m2,13万2742円/坪,-2.19％
広島県,14位,江田島市,3万1123円/m2,10万2886円/坪,-4.80％
広島県,15位,府中市,3万0036円/m2,9万9295円/坪,-1.53％
広島県,16位,三次市,2万5542円/m2,8万4438円/坪,-8.46％
神奈川県,2位,横浜市瀬谷区,18万4125円/m2,60万8677円/坪,-1.83％
神奈川県,2位,横浜市栄区,17万6947円/m2,58万4949円/坪,-2.50％
神奈川県,3位,鎌倉市,24万1643円/m2,79万8820円/坪,-0.35％
神奈川県,4位,藤沢市,23万2214円/m2,76万7651円/坪,-0.57％
神奈川県,5位,逗子市,20万6821円/m2,68万3707円/坪,-1.94％
神奈川県,6位,茅ヶ崎市,19万9891円/m2,66万0797円/坪,-1.57％
大阪府,4位,池田市,20万0748円/m2,66万3631円/坪,-0.76％
大阪府,5位,茨木市,19万3758円/m2,64万0523円/坪,+0.36％
大阪府,6位,箕面市,19万1115円/m2,63万1788円/坪,+2.80％
大阪府,7位,守口市,17万6228円/m2,58万2573円/坪,-1.15％
大阪府,8位,高槻市,17万5612円/m2,58万0538円/坪,-1.92％
埼玉県,39位,滑川町,5万1812円/m2,17万1280円/坪,-0.24％
埼玉県,40位,幸手市,5万0885円/m2,16万8217円/坪,+0.00％
埼玉県,41位,毛呂山町,4万5686円/m2,15万1030円/坪,-1.99％
埼玉県,42位,秩父市,4万4961円/m2,14万8632円/坪,-0.87％
埼玉県,43位,本庄市,4万4291円/m2,14万6419円/坪,-1.57％
埼玉県,44位,深谷市,4万4085円/m2,14万5737円/坪,+1.66％
埼玉県,45位,嵐山町,4万0000円/m2,13万2231円/坪,-0.91％
埼玉県,46位,行田市,3万7412円/m2,12万3676円/坪,-2.90％
埼玉県,47位,加須市,3万6480円/m2,12万0597円/坪,-1.36％
愛知県,36位,犬山市,7万1035円/m2,23万4827円/坪,-0.49％
愛知県,37位,津島市,6万8838円/m2,22万7563円/坪,-1.27％
愛知県,38位,扶桑町,6万8740円/m2,22万7239円/坪,+0.64％
愛知県,39位,西尾市,6万6273円/m2,21万9086円/坪,+1.26％
愛知県,40位,大口町,6万4840円/m2,21万4347円/坪,-3.35％
愛知県,41位,阿久比町,6万3777円/m2,21万0835円/坪,+0.14％
愛知県,42位,弥富市,6万1964円/m2,20万4842円/坪,-1.06％
広島県,17位,庄原市,2万0782円/m2,6万8702円/坪,-3.37％
広島県,18位,安芸高田市,1万9253円/m2,6万3646円/坪,-6.31％
広島県,19位,大崎上島町,1万8716円/m2,6万1873円/坪,-4.83％
広島県,20位,北広島町,1万4800円/m2,4万8925円/坪,-2.50％
広島県,21位,世羅町,1万4592円/m2,4万8239円/坪,-4.58％
広島県,22位,安芸太田町,1万3196円/m2,4万3623円/坪,-5.74％
広島県,23位,神石高原町,6746円/m2,2万2300円/坪,-2.03％
神奈川県,7位,大和市,19万4784円/m2,64万3915円/坪,-2.04％
神奈川県,8位,海老名市,16万6185円/m2,54万9372円/坪,-0.25％
神奈川県,9位,平塚市,16万3816円/m2,54万1541円/坪,-1.72％
神奈川県,10位,相模原市,16万1958円/m2,53万5401円/坪,+1.19％
神奈川県,10位,相模原市南区,20万1805円/m2,66万7125円/坪,+0.37％
神奈川県,10位,相模原市中央区,15万7429円/m2,52万0427円/坪,+0.00％
神奈川県,10位,相模原市緑区,11万5396円/m2,38万1475円/坪,+3.68％
神奈川県,11位,座間市,15万5431円/m2,51万3821円/坪,+1.69％
大阪府,9位,摂津市,16万4878円/m2,54万5053円/坪,-2.14％
大阪府,10位,東大阪市,15万8585円/m2,52万4248円/坪,-0.44％
大阪府,11位,島本町,15万4777円/m2,51万1662円/坪,+0.43％
大阪府,12位,藤井寺市,14万3714円/m2,47万5088円/坪,-2.80％
大阪府,13位,大東市,14万3311円/m2,47万3756円/坪,-0.75％
埼玉県,48位,川島町,3万4442円/m2,11万3860円/坪,-0.74％
埼玉県,49位,越生町,3万4300円/m2,11万3388円/坪,+6.52％
埼玉県,50位,横瀬町,3万3883円/m2,11万2011円/坪,-0.93％
埼玉県,51位,羽生市,3万2626円/m2,10万7857円/坪,-2.22％
埼玉県,52位,小川町,3万1593円/m2,10万4442円/坪,-1.19％
埼玉県,53位,鳩山町,3万1185円/m2,10万3093円/坪,-0.64％
埼玉県,54位,上里町,2万9811円/m2,9万8549円/坪,-0.63％
愛知県,43位,武豊町,6万0191円/m2,19万8979円/坪,-0.85％
愛知県,44位,瀬戸市,5万8713円/m2,19万4092円/坪,-3.21％
愛知県,45位,常滑市,5万7451円/m2,18万9923円/坪,-1.13％
愛知県,46位,愛西市,5万4370円/m2,17万9737円/坪,-1.38％
愛知県,47位,新城市,4万4257円/m2,14万6304円/坪,-1.75％
愛知県,48位,飛島村,4万2000円/m2,13万8842円/坪,-0.14％
愛知県,49位,田原市,4万0278円/m2,13万3153円/坪,-0.85％
神奈川県,12位,厚木市,15万2911円/m2,50万5493円/坪,+0.21％
神奈川県,13位,葉山町,14万6666円/m2,48万4848円/坪,-3.00％
神奈川県,14位,横須賀市,14万3341円/m2,47万3855円/坪,-4.11％
神奈川県,15位,小田原市,13万6653円/m2,45万1745円/坪,-3.81％
神奈川県,16位,大磯町,12万8361円/m2,42万4334円/坪,+0.42％
神奈川県,17位,伊勢原市,12万1245円/m2,40万0813円/坪,-1.76％
大阪府,14位,寝屋川市,13万9822円/m2,46万2224円/坪,-2.40％
大阪府,15位,枚方市,13万5044円/m2,44万6429円/坪,-0.53％
大阪府,16位,八尾市,13万4951円/m2,44万6120円/坪,-1.27％
大阪府,17位,門真市,13万4733円/m2,44万5399円/坪,-0.93％
大阪府,18位,堺市,13万0067円/m2,42万9976円/坪,+0.49％
大阪府,18位,堺市北区,16万7705円/m2,55万4399円/坪,+0.50％
埼玉県,55位,寄居町,2万8785円/m2,9万5159円/坪,-3.13％
埼玉県,56位,皆野町,2万8285円/m2,9万3506円/坪,-2.27％
埼玉県,57位,吉見町,2万6760円/m2,8万8462円/坪,-0.37％
埼玉県,58位,長瀞町,2万1040円/m2,6万9553円/坪,-2.05％
埼玉県,59位,小鹿野町,1万9550円/m2,6万4628円/坪,-8.28％
埼玉県,60位,ときがわ町,1万9533円/m2,6万4572円/坪,-1.26％
埼玉県,61位,美里町,1万5166円/m2,5万0137円/坪,-2.05％
埼玉県,62位,神川町,1万2894円/m2,4万2626円/坪,+5.15％
愛知県,50位,美浜町,3万1868円/m2,10万5350円/坪,-5.79％
愛知県,51位,南知多町,2万8847円/m2,9万5362円/坪,-5.58％
愛知県,52位,設楽町,1万4070円/m2,4万6512円/坪,-5.73％
愛知県,53位,東栄町,1万2800円/m2,4万2314円/坪,-4.12％
愛知県,54位,豊根村,4216円/m2,1万3939円/坪,-1.94％
神奈川県,18位,二宮町,11万9362円/m2,39万4586円/坪,-2.40％
神奈川県,19位,綾瀬市,11万9168円/m2,39万3943円/坪,-1.54％
神奈川県,20位,寒川町,11万7552円/m2,38万8603円/坪,-1.71％
神奈川県,21位,松田町,10万9875円/m2,36万3223円/坪,-1.68％
神奈川県,22位,秦野市,10万0559円/m2,33万2428円/坪,-2.28％
大阪府,18位,堺市堺区,15万3120円/m2,50万6184円/坪,+1.22％
大阪府,18位,堺市西区,12万9006円/m2,42万6469円/坪,+0.04％
大阪府,18位,堺市東区,12万4345円/m2,41万1060円/坪,+0.19％
大阪府,18位,堺市中区,10万7396円/m2,35万5030円/坪,+0.04％
大阪府,18位,堺市南区,9万4823円/m2,31万3467円/坪,+0.57％
大阪府,18位,堺市美原区,7万0447円/m2,23万2882円/坪,+0.99％
大阪府,19位,四條畷市,12万5142円/m2,41万3695円/坪,-1.04％
埼玉県,63位,東秩父村,9533円/m2,3万1515円/坪,-1.24％
神奈川県,23位,開成町,9万8642円/m2,32万6092円/坪,-0.52％
神奈川県,24位,湯河原町,8万7933円/m2,29万0688円/坪,-6.53％
神奈川県,25位,三浦市,8万1988円/m2,27万1034円/坪,-6.20％
神奈川県,26位,箱根町,7万8016円/m2,25万7906円/坪,-0.25％
神奈川県,27位,大井町,7万7342円/m2,25万5678円/坪,-2.29％
神奈川県,28位,南足柄市,7万0494円/m2,23万3040円/坪,-3.26％
大阪府,20位,高石市,12万3026円/m2,40万6698円/坪,+0.35％
大阪府,21位,交野市,11万9503円/m2,39万5054円/坪,-0.42％
大阪府,22位,松原市,11万8122円/m2,39万0487円/坪,-0.65％
大阪府,23位,泉大津市,11万0508円/m2,36万5316円/坪,+0.87％
大阪府,24位,柏原市,10万7150円/m2,35万4214円/坪,-1.76％
大阪府,25位,大阪狭山市,10万3805円/m2,34万3157円/坪,+0.34％
大阪府,26位,羽曳野市,9万6985円/m2,32万0613円/坪,-2.99％
神奈川県,29位,真鶴町,6万7142円/m2,22万1959円/坪,-7.80％
神奈川県,30位,愛川町,5万6366円/m2,18万6336円/坪,-1.75％
神奈川県,31位,中井町,5万3242円/m2,17万6009円/坪,-3.09％
神奈川県,32位,山北町,5万0850円/m2,16万8099円/坪,-3.69％
神奈川県,33位,清川村,3万6300円/m2,11万9999円/坪,-1.71％
大阪府,27位,岸和田市,9万4398円/m2,31万2061円/坪,-0.58％
大阪府,28位,忠岡町,8万5100円/m2,28万1322円/坪,+3.84％
大阪府,29位,富田林市,8万3720円/m2,27万6763円/坪,-0.96％
大阪府,30位,和泉市,8万3464円/m2,27万5916円/坪,-0.38％
大阪府,31位,河内長野市,7万4182円/m2,24万5231円/坪,-1.76％
大阪府,32位,貝塚市,6万5229円/m2,21万5634円/坪,-0.92％
大阪府,33位,泉佐野市,6万3692円/m2,21万0553円/坪,+0.44％
大阪府,34位,熊取町,5万8078円/m2,19万1994円/坪,-2.71％
大阪府,35位,田尻町,5万5450円/m2,18万3305円/坪,+2.31％
大阪府,36位,太子町,5万1262円/m2,16万9462円/坪,-1.13％
大阪府,37位,泉南市,4万7096円/m2,15万5691円/坪,-1.92％
大阪府,38位,阪南市,4万3528円/m2,14万3896円/坪,+0.00％
大阪府,39位,豊能町,3万9075円/m2,12万9173円/坪,-10.76％
大阪府,40位,河南町,3万5116円/m2,11万6088円/坪,-1.54％
大阪府,41位,千早赤阪村,3万0350円/m2,10万0330円/坪,-2.88％
大阪府,42位,岬町,2万8235円/m2,9万3341円/坪,-0.80％
大阪府,43位,能勢町,1万7940円/m2,5万9305円/坪,-1.43％
